,First,End,FirstWord,EndWord,FirstCUI,EndCUI,Distance,ScoreUMLS,Sentence,Document,Label
11433,248,253,malignant tumor,tumor,C0006826,C0027651,10,0,31,29247421,RO
11434,248,253,malignant tumor,tumor,C0006826,C0027651,10,0,31,29247421,RQ
11435,248,253,malignant tumor,tumor,C0006826,C0027651,10,0,31,29247421,RB
11436,251,252,secondary,metastatic,C0027627,C0036525,2,0,31,29247421,RO
11437,251,253,secondary,tumor,C0027627,C0027651,3,8,31,29247421,PAR
11438,251,253,secondary,tumor,C0027627,C0027651,3,8,31,29247421,RB
11439,254,258,benign tumor,hemangioma,C0086692,C0018916,8,1,32,29247421,RQ
11440,254,258,benign tumor,hemangioma,C0086692,C0018916,8,1,32,29247421,RN
11441,291,297,drainage,drain,C0012621,C0013103,17,0,36,29247421,RO
11442,302,303,therapeutic intervention,endobiliary decompression,C0087111,C0011117,3,0,38,29247421,CHD
11443,337,338,renal insufficiency,renal failure,C0035078,C0035078,1,0,42,29247421,RQ
11444,337,338,renal insufficiency,renal failure,C0035078,C0035078,1,0,42,29247421,SY
11445,342,343,sepsis,septic shock,C0036690,C0036983,1,0,42,29247421,RN
11446,342,343,sepsis,septic shock,C0036690,C0036983,1,0,42,29247421,RO
11447,432,436,severe,major,C0205082,C0205082,9,0,58,29247421,SY
11448,468,469,sepsis,septic shock,C0036690,C0036983,2,0,61,29247421,RN
11449,468,469,sepsis,septic shock,C0036690,C0036983,2,0,61,29247421,RO
11450,486,492,malignant diagnosis,diagnosis,C0011900,C0011900,12,0,64,29247421,RQ
11451,486,492,malignant diagnosis,diagnosis,C0011900,C0011900,12,0,64,29247421,SY
11452,550,551,septic shock,sepsis,C0036983,C0036690,2,0,72,29247421,RB
11453,550,551,septic shock,sepsis,C0036983,C0036690,2,0,72,29247421,RO
11454,609,615,liver resection,hepatectomy,C0019144,C0019144,13,0,78,29247421,RQ
11455,609,615,liver resection,hepatectomy,C0019144,C0019144,13,0,78,29247421,SY
11456,622,625,minor liver resection,hepatectomy,C0019144,C0019144,7,4,79,29247421,RQ
11457,622,625,minor liver resection,hepatectomy,C0019144,C0019144,7,4,79,29247421,SY
11458,637,638,hospitalization,readmission,C0019993,C0184666,1,0,81,29247421,RN
11459,682,683,high-risk group,risk,C0684030,C0035647,2,0,86,29247421,RO
11460,693,700,liver resection,hepatectomy,C0019144,C0019144,15,0,86,29247421,RQ
11461,693,700,liver resection,hepatectomy,C0019144,C0019144,15,0,86,29247421,SY
11462,718,719,liver malignancy,hepatocellular carcinoma,C0006826,C2239176,2,0,88,29247421,CHD
11463,723,731,hepatectomy,liver resection,C0019144,C0019144,13,0,89,29247421,RQ
11464,723,731,hepatectomy,liver resection,C0019144,C0019144,13,0,89,29247421,SY
11465,809,813,drain,drainage,C0013103,C0012621,8,1,99,29247421,RO
11466,9,11,oesophagus,Ivor–Lewis oesophagogastrectomy,C0014876,C0192296,10,0,1,26471258,RO
11467,106,107,nausea,vomiting,C0027497,C0042963,1,0,17,26471258,RO
11468,175,181,remodelle,function,C0085268,C0031843,12,3,26,26471258,AQ
11469,15,20,Colorectal Cancer,rectal cancer,C0009402,C0007113,10,0,3,29024481,RQ
11470,15,20,Colorectal Cancer,rectal cancer,C0009402,C0007113,10,0,3,29024481,CHD
11471,15,20,Colorectal Cancer,rectal cancer,C0009402,C0007113,10,0,3,29024481,SY
11472,15,20,Colorectal Cancer,rectal cancer,C0009402,C0007113,10,0,3,29024481,RN
11473,87,91,total mesorectal excision,low rectum 1,C1273428,C0034896,11,0,14,29024481,RO
11474,93,95,intestinal,anterior resection,C0021853,C3814448,5,1,15,29024481,RO
11475,238,242,ar,AR,C0003504,C0003504,9,0,30,29024481,RQ
11476,238,242,ar,AR,C0003504,C0003504,9,0,30,29024481,SY
11477,282,286,clinical symptom,fever,C1457887,C0015967,12,0,36,29024481,CHD
11478,282,286,clinical symptom,fever,C1457887,C0015967,12,0,36,29024481,RN
11479,282,287,clinical symptom,clinical finding,C1457887,C0037088,13,0,36,29024481,RQ
11480,286,287,fever,clinical finding,C0015967,C0037088,1,3,36,29024481,PAR
11481,286,287,fever,clinical finding,C0015967,C0037088,1,3,36,29024481,RB
11482,288,295,peritonitis,treatment,C0031154,C0039798,17,9,36,29024481,AQ
11483,290,291,fistula,sinus,C0016169,C0016169,2,3,36,29024481,RQ
11484,290,291,fistula,sinus,C0016169,C0016169,2,3,36,29024481,SY
11485,290,295,fistula,treatment,C0016169,C0039798,13,0,36,29024481,AQ
11486,291,295,sinus,treatment,C0016169,C0039798,11,0,36,29024481,AQ
11487,400,402,p value,statistically significant,C1709380,C0237881,4,1,46,29024481,RO
11488,433,435,laparoscopic AR,open procedure,C0031150,C0025664,5,1,49,29024481,AQ
11489,498,502,al,AL,C0001895,C0001895,5,0,59,29024481,SY
11490,498,503,al,AL'.,C0001895,C0001895,8,0,59,29024481,SY
11491,502,503,AL,AL'.,C0001895,C0001895,3,0,59,29024481,SY
11492,503,508,AL'.,AL,C0001895,C0001895,18,0,59,29024481,SY
11493,513,518,die,mortality,C0011065,C0026565,10,0,60,29024481,RO
11494,555,564,diagnose,misdiagnose,C0011900,C0679838,17,0,66,29024481,CHD
11495,665,668,symptom,fever,C1457887,C0015967,7,0,76,29024481,CHD
11496,665,668,symptom,fever,C1457887,C0015967,7,0,76,29024481,RN
11497,710,711,index procedure,non-surgical treatment,C0184661,C0543467,2,4,83,29024481,CHD
11498,710,711,index procedure,non-surgical treatment,C0184661,C0543467,2,4,83,29024481,RN
11499,710,711,index procedure,non-surgical treatment,C0184661,C0543467,2,4,83,29024481,RO
11500,774,776,EL,el,C1416870,C1416870,6,0,90,29024481,RQ
11501,774,776,EL,el,C1416870,C1416870,6,0,90,29024481,SY
11502,774,776,EL,el,C1416870,C1416870,6,0,90,29024481,RO
11503,953,957,anastomotic healing,side effect,C0677554,C0001688,14,0,116,29024481,AQ
11504,957,958,side effect,treatment,C0001688,C0087111,3,0,116,29024481,QB
11505,991,994,tumour,pt tumour,C0027651,C0027651,9,0,120,29024481,RQ
11506,991,994,tumour,pt tumour,C0027651,C0027651,9,0,120,29024481,SY
11507,991,994,tumour,pt tumour,C0027651,C0027651,9,0,120,29024481,RO
11508,993,995,rectum,abdominoperineal resection,C0034896,C2004459,11,1,120,29024481,RO
11509,1,2,treatment,post-operative pain,C0039798,C0030201,2,0,0,27480526,QB
11510,19,21,clinical study,study,C0008972,C0947630,3,0,3,27480526,RO
11511,61,63,pain management,local analgesia,C0002766,C0002766,8,0,9,27480526,RQ
11512,61,63,pain management,local analgesia,C0002766,C0002766,8,0,9,27480526,SY
11513,123,126,cyclo-oxygenase,prostaglandin,C0033551,C0033554,6,0,16,27480526,RO
11514,130,133,peripheral nociceptive nerve,nerve,C0031119,C0027740,6,0,16,27480526,PAR
11515,130,133,peripheral nociceptive nerve,nerve,C0031119,C0027740,6,0,16,27480526,RB
11516,131,133,ending,nerve,C0027747,C0027740,5,0,16,27480526,PAR
11517,131,133,ending,nerve,C0027747,C0027740,5,0,16,27480526,RB
11518,134,135,dorsal horn of the,spinal cord,C0228575,C0037925,1,0,16,27480526,PAR
11519,134,135,dorsal horn of the,spinal cord,C0228575,C0037925,1,0,16,27480526,RB
11520,146,149,analgesic,nsaid,C0002771,C0003211,5,0,18,27480526,CHD
11521,158,161,homeostatic process,renal physiology,C0019868,C0031842,6,0,21,27480526,RO
11522,166,168,side effect,nsaid,C0001688,C0003211,3,0,23,27480526,QB
11523,166,170,side effect,cox,C0001688,C0033551,7,1,23,27480526,QB
11524,179,183,cox-2 inhibitor,side effect,C1257954,C0001688,18,0,25,27480526,AQ
11525,180,181,nsaid,anti-inflammatory,C0003211,C0003209,7,1,25,27480526,PAR
11526,180,181,nsaid,anti-inflammatory,C0003211,C0003209,7,1,25,27480526,RB
11527,180,182,nsaid,analgesic property,C0003211,C0002771,9,0,25,27480526,PAR
11528,180,183,nsaid,side effect,C0003211,C0001688,13,1,25,27480526,AQ
11529,181,183,anti-inflammatory,side effect,C0003209,C0001688,6,0,25,27480526,AQ
11530,182,183,analgesic property,side effect,C0002771,C0001688,3,1,25,27480526,AQ
11531,187,189,COXIB,side effect,C1257954,C0001688,11,0,27,27480526,AQ
11532,189,191,side effect,nsaid,C0001688,C0003211,3,0,27,27480526,QB
11533,206,209,side effect,nsaid,C0001688,C0003211,5,0,31,27480526,QB
11534,209,217,nsaid,painkiller,C0003211,C0002771,20,0,31,27480526,PAR
11535,233,238,nsaid,side effect,C0003211,C0001688,14,0,34,27480526,AQ
11536,295,296,nsaid,non-narcotic analgesic,C0003211,C0242937,6,1,44,27480526,PAR
11537,295,297,nsaid,acetaminophen,C0003211,C0000970,10,0,44,27480526,CHD
11538,295,297,nsaid,acetaminophen,C0003211,C0000970,10,0,44,27480526,RN
11539,296,297,non-narcotic analgesic,acetaminophen,C0242937,C0000970,3,1,44,27480526,RN
11540,301,302,nausea,vomiting,C0027497,C0042963,1,0,45,27480526,RO
11541,324,325,nsaid,analgesic,C0003211,C0002771,1,1,49,27480526,PAR
11542,397,399,collagen,healing,C0009325,C0043240,4,0,61,27480526,RO
11543,427,428,review,qualitative review,C0282443,C0282443,5,0,67,27480526,SY
11544,483,486,relative risk,risk,C0242492,C0035647,6,0,77,27480526,PAR
11545,483,486,relative risk,risk,C0242492,C0035647,6,0,77,27480526,RB
11546,623,624,potential,risk,C3245505,C0035647,1,0,100,27480526,RO
11547,697,698,cohort study,retrospective,C0009247,C0035363,2,0,114,27480526,CHD
11548,22,23,esophagus,cardioesophageal junction,C0014876,C0014871,2,1,3,21674267,CHD
11549,72,76,esophagogastrectomy,esophagus,C0192296,C0014876,12,4,13,21674267,RO
11550,76,77,esophagus,cardioesophageal junction,C0014876,C0014871,2,1,13,21674267,CHD
11551,106,107,serosa,inadequate blood supply,C0036760,C0005839,1,1,19,21674267,AQ
11552,110,111,comorbiditie,diabetes mellitus,C0009488,C0011849,3,3,19,21674267,RO
11553,110,112,comorbiditie,hepatic cirrhosis,C0009488,C0023890,5,0,19,21674267,RO
11554,153,154,esophagus,cardioesophageal junction,C0014876,C0014871,2,1,24,21674267,CHD
11555,190,192,stomach,blood supply,C0038351,C0005839,5,1,31,21674267,AQ
11556,190,193,stomach,right gastric,C0038351,C0038351,9,1,31,21674267,RQ
11557,190,193,stomach,right gastric,C0038351,C0038351,9,1,31,21674267,SY
11558,192,193,blood supply,right gastric,C0005839,C0038351,3,0,31,21674267,QB
11559,200,205,2-field lymphadenectomy,operation,C0024203,C0543467,19,1,33,21674267,PAR
11560,233,236,esophagus,blood supply,C0014876,C0005839,7,1,39,21674267,AQ
11561,239,243,pleural flap,mediastinal pleura,C0032225,C0225789,11,1,41,21674267,CHD
11562,239,243,pleural flap,mediastinal pleura,C0032225,C0225789,11,1,41,21674267,RN
11563,265,267,pleural flap,pleural tent,C0032225,C0032225,8,1,45,21674267,RQ
11564,265,267,pleural flap,pleural tent,C0032225,C0032225,8,1,45,21674267,SY
11565,349,350,postoperative complication,anastomotic leak,C0032787,C0919691,4,9,65,21674267,CHD
11566,462,465,esophagogastrectomy,esophagus,C0192296,C0014876,11,5,78,21674267,RO
11567,465,466,esophagus,cardioesophageal junction,C0014876,C0014871,2,1,78,21674267,CHD
11568,467,470,radiotherapy,treatment,C0034619,C0039798,8,0,79,21674267,PAR
11569,477,479,mortality,mortality rate,C0026565,C0026565,6,1,80,21674267,RQ
11570,477,479,mortality,mortality rate,C0026565,C0026565,6,1,80,21674267,SY
11571,493,495,serosa,segmental blood supply,C0036760,C0005839,6,1,81,21674267,AQ
11572,532,533,stomach,tunnel esophagogastrostomy,C0038351,C0192296,1,1,85,21674267,RO
11573,146,151,anastomotic salvage,anastomosis,C0677554,C0332853,15,0,21,34817647,RO
11574,217,222,analyze,analysis,C0936012,C0002778,18,0,31,34817647,RN
11575,331,332,interventional,surgical procedure,C0184661,C0543467,2,0,46,34817647,CHD
11576,331,332,interventional,surgical procedure,C0184661,C0543467,2,0,46,34817647,RN
11577,331,332,interventional,surgical procedure,C0184661,C0543467,2,0,46,34817647,RO
11578,353,355,study design,sample size,C0035171,C0242618,3,0,49,34817647,CHD
11579,447,449,country,Italy,C0454664,C0022277,3,0,63,34817647,CHD
11580,447,450,country,Germany,C0454664,C0017480,4,0,63,34817647,CHD
11581,447,451,country,Netherlands,C0454664,C0027778,5,0,63,34817647,CHD
11582,447,452,country,Denmark,C0454664,C0011318,6,1,63,34817647,CHD
11583,447,453,country,Spain,C0454664,C0037747,7,1,63,34817647,CHD
11584,447,454,country,Sweden,C0454664,C0038995,8,0,63,34817647,CHD
11585,447,455,country,Austria,C0454664,C0004348,9,0,63,34817647,CHD
11586,447,456,country,Turkey,C0454664,C0041400,10,0,63,34817647,CHD
11587,447,457,country,USA,C0454664,C0041703,11,1,63,34817647,CHD
11588,447,458,country,France,C0454664,C0016674,12,0,63,34817647,CHD
11589,467,468,prospective,retrospective case series,C0023981,C0035363,3,1,65,34817647,CHD
11590,618,620,surgery,traumatic rectal injury,C0038894,C0043251,5,0,91,34817647,RO
11591,648,649,success,failure,C0597535,C0231174,2,0,95,34817647,RQ
11592,648,649,success,failure,C0597535,C0231174,2,0,95,34817647,RO
11593,673,678,evt,EVT,C0016529,C0016529,10,0,99,34817647,SY
11594,754,757,ostomy,ostomy free,C0029473,C0029473,7,0,110,34817647,RQ
11595,754,757,ostomy,ostomy free,C0029473,C0029473,7,0,110,34817647,SY
11596,817,818,patient,outpatient setting,C0030705,C0029921,3,0,121,34817647,RO
11597,817,818,patient,outpatient setting,C0030705,C0029921,3,0,121,34817647,RN
11598,817,818,patient,outpatient setting,C0030705,C0029921,3,0,121,34817647,CHD
11599,867,868,evt,function,C0016529,C0031843,3,0,131,34817647,AQ
11600,868,872,function,stoma,C0031843,C1955856,13,0,131,34817647,QB
11601,92,95,bowel,intussusception,C0021853,C0021933,6,0,15,32502297,RO
11602,93,97,secondary,neoplastic disease,C0027627,C0027651,9,0,15,32502297,PAR
11603,93,97,secondary,neoplastic disease,C0027627,C0027651,9,0,15,32502297,RB
11604,97,105,neoplastic disease,intestinal blood supply,C0027651,C0005839,16,8,15,32502297,AQ
11605,102,106,decrease,reduce,C0205216,C0392756,8,0,15,32502297,RO
11606,105,110,intestinal blood supply,bowel,C0005839,C0021853,9,0,15,32502297,QB
11607,116,119,inflammatory phase,inflammation,C0333348,C0021368,6,0,15,32502297,RO
11608,150,153,bowel,intestine,C0021853,C0021853,9,0,18,32502297,RQ
11609,150,153,bowel,intestine,C0021853,C0021853,9,0,18,32502297,SY
11610,218,225,veterinary literature,anastomotic site,C0042614,C0677554,18,0,22,32502297,QB
11611,258,259,iv,infusion,C0021440,C0574032,1,0,26,32502297,PAR
11612,258,259,iv,infusion,C0021440,C0574032,1,0,26,32502297,RB
11613,293,297,jejunal segment,small intestinal tract,C0022378,C0021852,10,0,31,32502297,PAR
11614,293,297,jejunal segment,small intestinal tract,C0022378,C0021852,10,0,31,32502297,RO
11615,293,297,jejunal segment,small intestinal tract,C0022378,C0021852,10,0,31,32502297,RB
11616,299,302,mesentery,mesenteric border,C0025474,C0025474,8,1,32,32502297,RQ
11617,299,302,mesentery,mesenteric border,C0025474,C0025474,8,1,32,32502297,SY
11618,314,315,sodium chloride,saline,C0037494,C0036082,3,0,33,32502297,RO
11619,416,419,GIA staple line,stapling device,C3887591,C0185012,4,0,49,32502297,RO
11620,518,521,jejunal wall,jejunal,C0734002,C0022378,7,0,63,32502297,PAR
11621,518,521,jejunal wall,jejunal,C0734002,C0022378,7,0,63,32502297,RO
11622,518,521,jejunal wall,jejunal,C0734002,C0022378,7,0,63,32502297,RB
11623,679,682,suture crotch,suture hole,C1705834,C0038969,9,0,90,32502297,RO
11624,781,782,technique,small intestinal anastomosis,C0025664,C0032722,4,0,103,32502297,QB
11625,806,813,site,location,C0205145,C0450429,18,0,105,32502297,RO
11626,930,933,investigation,assess,C0220825,C1516048,9,0,118,32502297,RO
11627,1101,1102,publish,literature,C0034037,C0023866,3,0,134,32502297,RO
11628,1153,1155,coagulation,wound healing,C0005778,C0043240,6,0,138,32502297,RB
11629,1174,1178,narrow,luminal obstruction,C0332463,C0028778,9,0,140,32502297,RO
11630,1184,1186,method,technique,C0025663,C0025664,5,0,141,32502297,RO
11631,101,103,systemic inflammation,pneumonia,C0021368,C0032285,7,0,14,24852218,RN
11632,113,115,peritonitis,infectious colonic disease,C0031154,C0009450,4,0,16,24852218,RB
11633,133,135,pathophysiological,hyponatremia,C0031847,C0020625,7,0,19,24852218,QB
11634,133,137,pathophysiological,infectious colonic disease,C0031847,C0009450,11,0,19,24852218,QB
11635,133,138,pathophysiological,hyponatremia,C0031847,C0020625,17,0,19,24852218,QB
11636,133,139,pathophysiological,anastomotic leakage,C0031847,C0919691,19,1,19,24852218,QB
11637,152,158,low gastrointestinal tract,colonic,C0226875,C0009368,17,1,21,24852218,RN
11638,161,165,diagnosis,comorbiditie,C0011900,C0009488,7,1,22,24852218,RO
11639,162,167,type of surgery,reoperation,C0543467,C0035110,16,4,22,24852218,CHD
11640,162,167,type of surgery,reoperation,C0543467,C0035110,16,4,22,24852218,RO
11641,164,165,malignancy,comorbiditie,C0006826,C0009488,1,0,22,24852218,RO
11642,215,216,daily,day,C0332173,C0439228,5,0,30,24852218,RO
11643,275,278,rectal anastomosis,anastomosis,C0677554,C0332853,10,4,43,24852218,RO
11644,473,476,inflammation,c-reactive protein,C0021368,C0006560,5,10,70,24852218,RO
11645,474,476,marker,c-reactive protein,C0005516,C0006560,4,0,70,24852218,RO
11646,541,543,pathophysiology,hyponatremia,C0031847,C0020625,3,0,80,24852218,QB
11647,541,545,pathophysiology,pain,C0031847,C0030193,9,0,80,24852218,QB
11648,541,547,pathophysiology,nausea,C0031847,C0027497,11,1,80,24852218,QB
11649,541,548,pathophysiology,emesis,C0031847,C0042963,12,0,80,24852218,QB
11650,547,548,nausea,emesis,C0027497,C0042963,1,0,80,24852218,RO
11651,567,569,loss of water,diarrhea,C0011175,C0011991,6,0,81,24852218,RO
11652,576,579,pathophysiological,peritoneal cavity,C0031847,C1704247,8,0,84,24852218,QB
11653,576,581,pathophysiological,burn,C0031847,C0006434,15,0,84,24852218,QB
11654,594,598,anastomotic leakage,cause,C0919691,C0015127,13,1,86,24852218,AQ
11655,596,598,imbalance,cause,C0001118,C0015127,10,0,86,24852218,AQ
11656,387,390,rectal cancer,proximal bowel,C0007113,C0021853,11,0,49,32306516,RO
11657,434,439,colonic perfusion,perfusion,C0031001,C0031001,14,1,60,32306516,SY
11658,500,505,chi-squared test,statistically significant,C0008041,C0237881,14,0,69,32306516,RO
11659,515,518,p value,statistical significance,C1709380,C0237881,16,1,71,32306516,RO
11660,517,519,p value,statistical significance,C1709380,C0237881,6,0,71,32306516,RO
11661,545,547,morbidity,morbidity rate,C0026538,C0026538,3,0,76,32306516,RQ
11662,545,547,morbidity,morbidity rate,C0026538,C0026538,3,0,76,32306516,SY
11663,570,572,morbidity,morbidity rate,C0026538,C0026538,3,0,81,32306516,RQ
11664,570,572,morbidity,morbidity rate,C0026538,C0026538,3,0,81,32306516,SY
11665,739,747,feature,intensity,C1521970,C0522510,16,1,113,32306516,CHD
11666,745,746,bowel perfusion,perfusion,C0031001,C0031001,2,0,113,32306516,SY
11667,779,781,tumour location,treatment,C0027651,C0039798,2,0,120,32306516,AQ
11668,788,795,potential,risk,C3245505,C0035647,19,1,122,32306516,RO
11669,118,119,catheter,microcatheter,C0085590,C0085590,2,0,19,24616272,RQ
11670,118,119,catheter,microcatheter,C0085590,C0085590,2,0,19,24616272,SY
11671,174,176,acetic acid ablation 2,acetic acid,C0000983,C0000983,2,2,29,24616272,RQ
11672,174,176,acetic acid ablation 2,acetic acid,C0000983,C0000983,2,2,29,24616272,SY
11673,200,204,bile duct,biliary tree occlusion,C0005400,C0005423,12,1,32,24616272,PAR
11674,200,204,bile duct,biliary tree occlusion,C0005400,C0005423,12,1,32,24616272,RO
11675,200,204,bile duct,biliary tree occlusion,C0005400,C0005423,12,1,32,24616272,RB
11676,203,204,stage injection,biliary tree occlusion,C1533685,C0005423,6,0,32,24616272,RO
11677,240,242,NBCA,cyanoacrylate agent,C0014035,C0010507,10,2,40,24616272,PAR
11678,310,313,biliary tree,cholestasis,C0005423,C0008370,10,1,50,24616272,CHD
11679,310,314,biliary tree,cholangitis,C0005423,C0008311,11,1,50,24616272,CHD
11680,310,314,biliary tree,cholangitis,C0005423,C0008311,11,1,50,24616272,RO
11681,136,138,implantation,operation,C0021107,C0543467,10,0,18,30578778,PAR
11682,136,138,implantation,operation,C0021107,C0543467,10,0,18,30578778,RB
11683,138,141,operation,intervention,C0543467,C0184661,15,1,18,30578778,PAR
11684,138,141,operation,intervention,C0543467,C0184661,15,1,18,30578778,RB
11685,138,141,operation,intervention,C0543467,C0184661,15,1,18,30578778,RO
11686,192,197,leave main artery,left coronary artery,C1261082,C1261082,13,0,28,30578778,SY
11687,201,206,aortic regurgitation,dysfunction,C0003504,C0031847,14,1,29,30578778,AQ
11688,205,206,moderate dilatation,dysfunction,C0002940,C0031847,2,2,29,30578778,AQ
11689,34,36,endoscopically,fluoroscopy,C0014245,C0016356,5,1,4,21549349,RO
11690,34,36,endoscopically,fluoroscopy,C0014245,C0016356,5,1,4,21549349,RN
11691,34,36,endoscopically,fluoroscopy,C0014245,C0016356,5,1,4,21549349,CHD
11692,80,81,treatment,intrathoracic anastomotic leak,C0039798,C0919691,3,0,13,21549349,QB
11693,97,98,member,individual,C0680022,C0027361,3,0,16,21549349,PAR
11694,109,110,member,individual,C0680022,C0027361,3,0,18,21549349,PAR
11695,150,151,treatment,complex esophageal disorder,C0039798,C0014852,2,0,23,21549349,QB
11696,186,192,hospital,institution,C0019994,C0018704,16,0,28,21549349,PAR
11697,186,192,hospital,institution,C0019994,C0018704,16,0,28,21549349,RQ
11698,186,192,hospital,institution,C0019994,C0018704,16,0,28,21549349,RB
11699,206,211,anastomotic leak,treatment,C0919691,C0039798,14,1,32,21549349,AQ
11700,345,348,study institution,facility,C0018704,C0018704,7,1,56,21549349,RQ
11701,345,348,study institution,facility,C0018704,C0018704,7,1,56,21549349,SY
11702,378,382,institution,study institution,C1272753,C0018704,9,0,61,21549349,RO
11703,411,415,procedure,video-assisted thoracoscopic pleural drainage,C0025664,C0752151,13,0,67,21549349,QB
11704,454,456,distal esophagus,esophagram,C0014876,C1318509,6,1,74,21549349,RO
11705,454,456,distal esophagus,esophagram,C0014876,C1318509,6,1,74,21549349,RN
11706,485,487,esophageal stent,stent,C0183514,C0038257,4,0,80,21549349,PAR
11707,485,487,esophageal stent,stent,C0183514,C0038257,4,0,80,21549349,RB
11708,546,547,Society of Thoracic Surgeons,general thoracic surgery,C0278626,C0039986,1,1,91,21549349,RO
11709,557,559,radiation therapy,esophageal cancer,C0034619,C0014859,4,0,92,21549349,QB
11710,557,562,radiation therapy,anastomotic leak,C0034619,C0919691,10,0,92,21549349,QB
11711,585,586,treatment,intrathoracic anastomotic leak,C0039798,C0919691,3,0,96,21549349,QB
11712,585,588,treatment,nonoperative therapy,C0039798,C0038895,9,0,96,21549349,CHD
11713,586,588,intrathoracic anastomotic leak,nonoperative therapy,C0919691,C0038895,4,2,96,21549349,AQ
11714,643,649,treat,treatment,C1522326,C0039798,19,0,105,21549349,RO
11715,645,649,esophageal perforation,treatment,C0014860,C0039798,14,2,105,21549349,AQ
11716,646,649,fistula,treatment,C0016169,C0039798,12,3,105,21549349,AQ
11717,649,651,treatment,intrathoracic anastomotic leak,C0039798,C0919691,6,0,105,21549349,QB
11718,737,739,anastomotic leak,treatment,C0919691,C0039798,7,2,122,21549349,AQ
11719,737,742,anastomotic leak,nonoperative therapy,C0919691,C0038895,13,1,122,21549349,AQ
11720,739,742,treatment,nonoperative therapy,C0039798,C0038895,6,0,122,21549349,CHD
11721,755,756,prospective,retrospective fashion,C0023981,C0035363,2,1,124,21549349,CHD
11722,14,21,anstomotic,anastomotic leak,C0677554,C0919691,18,1,3,31292967,RO
11723,70,76,mortality,die,C0026565,C0011065,13,0,12,31292967,RO
11724,79,85,overall survival,survival,C4086681,C0038952,16,0,13,31292967,PAR
11725,117,123,Complications,postoperative complication,C0009566,C0032787,13,1,15,31292967,CHD
11726,117,123,Complications,postoperative complication,C0009566,C0032787,13,1,15,31292967,RO
11727,117,123,Complications,postoperative complication,C0009566,C0032787,13,1,15,31292967,RN
11728,163,166,recurrence,disease,C0034897,C0012634,11,0,17,31292967,RO
11729,166,174,disease,morbidity,C0012634,C0026538,14,0,17,31292967,RQ
11730,229,231,datum collection,data accuracy,C0010995,C4035952,6,1,21,31292967,CHD
11731,307,308,tissue,histology,C0040300,C0019638,1,1,33,31292967,RO
11732,360,364,cardiovascular,myocardial infarction,C0007226,C0027051,7,1,44,31292967,RO
11733,360,365,cardiovascular,stroke/cerebrovascular accident,C0007226,C0038454,10,0,44,31292967,CHD
11734,360,365,cardiovascular,stroke/cerebrovascular accident,C0007226,C0038454,10,0,44,31292967,RO
11735,362,363,cardiac arrest,CPR,C0018790,C0007203,2,8,44,31292967,RO
11736,377,378,sepsis,septic shock,C0036690,C0036983,1,8,46,31292967,RN
11737,377,378,sepsis,septic shock,C0036690,C0036983,1,8,46,31292967,RO
11738,384,386,deep venous thrombosis,pulmonary embolism,C0149871,C0034065,4,8,47,31292967,RO
11739,385,386,therapy,pulmonary embolism,C0039798,C0034065,2,0,47,31292967,QB
11740,396,397,mortality,death,C0026565,C0011065,4,0,49,31292967,RO
11741,788,792,operative time variation,operative time,C3494201,C3494201,15,0,106,31292967,SY
11742,793,797,etiology,surgical setting,C0015127,C0016142,11,0,107,31292967,QB
11743,16,20,relaparoscopy,endoscopic stent,C0031150,C0014245,9,1,2,26572526,PAR
11744,16,20,relaparoscopy,endoscopic stent,C0031150,C0014245,9,1,2,26572526,RB
11745,156,163,procedure,ancillary treatment,C0025664,C0087111,17,0,27,26572526,QB
11746,207,211,bariatric procedure,operation,C1456587,C0038895,6,1,37,26572526,RO
11747,369,370,male,gender,C0086582,C0079399,1,0,63,26572526,PAR
11748,369,370,male,gender,C0086582,C0079399,1,0,63,26572526,RO
11749,369,370,male,gender,C0086582,C0079399,1,0,63,26572526,RB
11750,378,381,fistula,treatment,C0016169,C0039798,12,3,64,26572526,AQ
11751,381,382,fistula,treatment,C0016169,C0039798,6,0,64,26572526,AQ
11752,396,399,stomach,organ,C0038351,C0178784,11,1,67,26572526,PAR
11753,399,400,organ,lung,C0178784,C0024109,4,0,67,26572526,CHD
11754,474,477,glue treatment,fistula,C0039798,C0016169,8,0,83,26572526,QB
11755,495,499,food,feeding,C0016452,C0204695,14,0,87,26572526,RO
11756,556,560,complex fistula,treatment,C0016169,C0039798,13,1,99,26572526,AQ
11757,638,641,relaparoscopy,abdomen,C0031150,C0000726,11,3,111,26572526,RO
11758,657,661,stent,restente,C0038257,C0038257,5,0,114,26572526,SY
11759,661,663,restente,stent,C0038257,C0038257,8,0,114,26572526,SY
11760,0,5,anastomotic leakage,aetiology,C0919691,C0015127,14,0,0,27943617,AQ
11761,88,91,anastomotic leakage,pathophysiology,C0919691,C0031847,10,0,14,27943617,AQ
11762,121,123,clinical risk factor,inflammation,C0035648,C0021368,4,0,19,27943617,RO
11763,252,256,intervention,surgical procedure,C0184661,C0543467,15,0,39,27943617,CHD
11764,252,256,intervention,surgical procedure,C0184661,C0543467,15,0,39,27943617,RN
11765,252,256,intervention,surgical procedure,C0184661,C0543467,15,0,39,27943617,RO
11766,270,274,al,AL,C0001895,C0001895,10,0,43,27943617,SY
11767,341,344,i-fabp,human,C1173118,C0086418,15,0,52,27943617,RO
11768,344,345,human,i-fabp,C0086418,C1173118,1,0,52,27943617,RO
